,Customer ID,Gender,Age,Under 30,Senior Citizen,Tenure in Months,Contract,Internet Service,Avg Monthly Long Distance Charges,Monthly Charge,Total Charges,Satisfaction Score,CLTV,Customer Status
3171,9046-JBFWA,Male,20,Yes,No,27,Month-to-Month,No,30.36,19.15,537.35,3,4004,Stayed
3172,3280-NMUVX,Male,53,No,No,34,One Year,No,26.03,19.6,678.8,5,4669,Stayed
3173,1206-EHBDD,Female,56,No,No,56,Two Year,Yes,4.24,80.3,4513.65,3,6203,Stayed
3174,8361-LBRDI,Female,31,No,No,58,Two Year,No,38.62,24.35,1423.85,3,6190,Stayed
3175,4883-KCPZJ,Female,30,No,No,22,Two Year,No,25.98,25.25,555.4,3,4386,Stayed
3176,9108-EQPNQ,Female,27,Yes,No,10,Two Year,No,18.57,26.1,225.55,5,3179,Stayed
3177,7277-KAMWT,Male,23,Yes,No,13,Two Year,No,1.61,20.0,268.45,3,3037,Stayed
3178,2545-LXYVJ,Male,19,Yes,No,72,Two Year,No,21.72,20.7,1492.1,3,6317,Stayed
3179,3234-VKACU,Male,21,Yes,No,2,Month-to-Month,Yes,23.52,70.3,132.4,3,4799,Joined
3180,8120-JDCAM,Male,42,No,No,4,Month-to-Month,Yes,37.23,69.55,284.9,4,3708,Stayed
3181,8917-FAEMR,Female,28,Yes,No,37,Two Year,No,26.49,19.85,784.25,3,3408,Stayed
3182,7047-YXDMZ,Male,59,No,No,21,Month-to-Month,No,34.39,20.0,417.7,3,2366,Stayed
3183,0929-HYQEW,Male,20,Yes,No,3,Month-to-Month,Yes,17.42,50.15,160.85,3,2085,Joined
3184,6614-YOLAC,Female,31,No,No,71,Two Year,Yes,0.0,58.65,4145.25,4,4151,Stayed
3185,7426-RHZGU,Male,41,No,No,9,Month-to-Month,Yes,30.8,95.9,827.45,3,5017,Stayed
3186,4065-JJAVA,Female,56,No,No,1,Month-to-Month,Yes,16.99,49.5,49.5,4,5262,Joined
3187,7649-SIJJF,Male,36,No,No,71,Two Year,Yes,10.97,80.1,5585.4,3,6045,Stayed
3188,9361-YNQWJ,Female,36,No,No,64,One Year,No,15.93,24.4,1601.2,5,5887,Stayed
3189,3748-FVMZZ,Male,33,No,No,4,Month-to-Month,Yes,0.0,40.05,162.45,4,2664,Stayed
3190,9391-TTOYH,Female,33,No,No,23,Month-to-Month,No,13.98,19.5,470.2,4,5652,Stayed
3191,1452-XRSJV,Female,59,No,No,39,Month-to-Month,Yes,15.06,51.05,2066.0,3,3154,Stayed
3192,3422-WJOYD,Male,27,Yes,No,28,One Year,Yes,33.63,54.35,1426.45,5,5105,Stayed
3193,7147-AYBAA,Male,62,No,No,37,Month-to-Month,Yes,28.84,70.35,2552.9,3,5402,Stayed
3194,6732-FZUGP,Female,30,No,No,47,One Year,Yes,40.25,94.9,4615.25,4,4510,Stayed
3195,8329-GWVPJ,Female,39,No,No,50,Month-to-Month,Yes,10.21,69.75,3557.7,5,4539,Stayed
3196,1352-VHKAJ,Male,30,No,No,27,Month-to-Month,Yes,13.55,71.6,1957.1,5,3773,Stayed
3197,2632-TACXW,Female,49,No,No,62,Two Year,No,8.91,23.65,1416.75,4,4671,Stayed
3198,8146-QQKZH,Female,25,Yes,No,71,Two Year,Yes,6.23,81.85,5924.4,4,4090,Stayed
3199,1767-CJKBA,Male,39,No,No,66,Two Year,No,49.13,25.1,1697.7,4,6025,Stayed
3200,6445-TNRXS,Male,61,No,No,68,Two Year,Yes,32.59,114.7,7849.85,3,5671,Stayed
3201,4581-LNWUM,Female,47,No,No,13,Month-to-Month,Yes,0.0,49.15,649.4,3,3000,Stayed
3202,4869-EPIUS,Male,37,No,No,56,One Year,Yes,46.18,80.9,4557.5,5,5344,Stayed
3203,1915-OAKWD,Female,56,No,No,16,One Year,No,44.05,19.3,360.35,3,2870,Stayed
3204,7296-PIXQY,Female,60,No,No,14,Month-to-Month,Yes,23.0,70.2,1046.5,4,5819,Stayed
3205,3354-OADJP,Female,37,No,No,8,One Year,Yes,42.78,54.25,447.75,3,2237,Stayed
3206,3524-WQDSG,Female,29,Yes,No,43,Month-to-Month,Yes,5.25,99.3,4209.95,3,3280,Stayed
3207,0810-DHDBD,Female,31,No,No,52,One Year,Yes,21.38,74.0,3877.65,3,5806,Stayed
3208,4026-SKKHW,Male,35,No,No,3,Month-to-Month,Yes,28.19,50.25,152.3,3,2166,Joined
3209,2829-HYVZP,Male,42,No,No,29,One Year,No,46.12,19.8,572.2,4,5696,Stayed
3210,3845-JHAMY,Female,48,No,No,16,Month-to-Month,Yes,0.0,35.5,552.7,5,2069,Stayed
3211,7013-PSXHK,Female,41,No,No,40,One Year,Yes,33.83,80.75,3208.65,4,2047,Stayed
3212,3486-NPGST,Female,47,No,No,36,One Year,No,41.33,19.55,620.75,5,2691,Stayed
3213,6100-FJZDG,Male,49,No,No,26,One Year,No,45.28,20.05,505.9,5,2403,Stayed
3214,1730-VFMWO,Female,33,No,No,34,Month-to-Month,Yes,40.67,50.2,1815.3,5,4352,Stayed
3215,7143-BQIBA,Male,32,No,No,10,Month-to-Month,Yes,7.65,62.25,612.95,3,3415,Stayed
3216,3800-LYTRK,Female,52,No,No,14,One Year,Yes,27.68,55.7,795.15,4,4978,Stayed
3217,9646-NMHXE,Male,63,No,No,47,Two Year,No,6.54,19.65,973.1,5,2021,Stayed
3218,7030-NJVDP,Male,36,No,No,24,Month-to-Month,Yes,10.23,89.25,2210.2,3,5436,Stayed
3219,7771-ZONAT,Male,62,No,No,22,Two Year,Yes,0.0,56.75,1304.85,4,4574,Stayed
3220,2111-DWYHN,Male,31,No,No,1,Month-to-Month,No,18.81,21.1,21.1,5,2810,Joined
3221,4194-WHFCB,Female,35,No,No,59,Month-to-Month,Yes,48.07,96.65,5580.8,3,5266,Stayed
3222,4121-AGSIN,Female,44,No,No,58,One Year,No,36.45,24.5,1497.9,4,4455,Stayed
3223,0455-XFASS,Female,61,No,No,3,Month-to-Month,Yes,1.67,69.55,200.2,3,5998,Joined
3224,0301-KOBTQ,Male,50,No,No,32,Two Year,No,14.91,20.05,614.45,5,3398,Stayed
3225,4367-NUYAO,Male,39,No,No,10,Two Year,No,22.83,25.75,257.5,5,4950,Stayed
3226,9170-ARBTB,Female,41,No,No,52,One Year,No,8.25,19.6,1012.4,3,4848,Stayed
3227,7241-AJHFS,Male,53,No,No,32,Month-to-Month,Yes,6.2,87.65,2766.4,3,2426,Stayed
3228,4546-FOKWR,Female,35,No,No,16,Month-to-Month,Yes,13.04,74.75,1129.35,5,3574,Stayed
3229,9036-CSKBW,Female,62,No,No,51,One Year,Yes,7.54,107.45,5680.9,3,5446,Stayed
3230,5832-TRLPB,Male,30,No,No,29,One Year,Yes,3.69,75.35,2243.9,3,4422,Stayed
3231,8590-YFFQO,Male,24,Yes,No,70,Two Year,Yes,1.63,64.95,4523.25,3,5669,Stayed
3232,8659-IOOPU,Female,25,Yes,No,71,Two Year,Yes,32.16,100.45,7159.7,3,6171,Stayed
3233,1338-CECEE,Male,28,Yes,No,41,One Year,Yes,13.58,68.5,2839.95,4,3877,Stayed
3234,7439-DKZTW,Male,49,No,No,1,Month-to-Month,Yes,5.93,80.55,80.55,4,3154,Joined
3235,4646-QZXTF,Female,38,No,No,7,Month-to-Month,Yes,12.16,81.25,580.1,3,5928,Stayed
3236,9742-XOKTS,Male,60,No,No,67,One Year,Yes,18.29,89.55,6038.55,3,6194,Stayed
3237,6921-OZMFH,Male,38,No,No,5,Month-to-Month,Yes,18.97,55.7,259.4,3,3598,Stayed
3238,9578-FOMUK,Male,53,No,No,15,Month-to-Month,No,32.54,24.8,324.15,3,3965,Stayed
3239,4712-UYOOI,Female,21,Yes,No,20,Month-to-Month,No,38.6,20.0,417.65,3,3402,Stayed
3240,7722-CVFXN,Male,50,No,No,54,One Year,Yes,7.25,105.2,5637.85,5,5546,Stayed
3241,8717-VCTXJ,Male,32,No,No,42,One Year,No,48.41,19.55,839.4,3,5293,Stayed
3242,7363-QTBIW,Female,24,Yes,No,9,Month-to-Month,Yes,6.78,79.75,769.1,5,4654,Stayed
3243,4159-NAAIX,Female,24,Yes,No,63,Two Year,Yes,37.76,97.45,6253.0,3,4769,Stayed
3244,0971-QIFJK,Female,57,No,No,69,Two Year,No,39.78,24.25,1641.8,3,4884,Stayed
3245,9397-TZSHA,Female,24,Yes,No,69,Two Year,No,36.5,24.6,1678.05,5,5294,Stayed
3246,3391-JSQEW,Male,32,No,No,40,Month-to-Month,Yes,24.3,50.15,2058.5,4,2454,Stayed
3247,0343-QLUZP,Male,38,No,No,60,Two Year,Yes,0.0,39.6,2424.5,3,5544,Stayed
3248,3312-UUMZW,Male,33,No,No,32,Month-to-Month,Yes,47.89,98.85,3145.9,4,3981,Stayed
3249,1271-UODNO,Male,60,No,No,39,Two Year,Yes,5.4,53.85,2200.7,3,2380,Stayed
3250,8461-EFQYM,Female,36,No,No,38,One Year,No,46.18,24.25,914.4,3,2997,Stayed
3251,6900-RBKER,Male,32,No,No,52,Two Year,Yes,15.1,89.45,4577.75,3,5386,Stayed
3252,6891-JPYFF,Female,57,No,No,48,Month-to-Month,Yes,30.41,105.25,4997.5,3,4275,Stayed
3253,1459-QNFQT,Male,21,Yes,No,70,Two Year,Yes,0.0,59.5,4144.8,4,4031,Stayed
3254,1047-NNCBF,Male,56,No,No,20,Month-to-Month,Yes,3.8,70.55,1493.55,3,5790,Stayed
3255,3696-XRIEN,Female,59,No,No,50,One Year,Yes,21.25,82.5,4179.1,4,5258,Stayed
3256,0074-HDKDG,Male,46,No,No,25,One Year,Yes,6.45,61.6,1611.0,3,3807,Stayed
3257,8791-GFXLZ,Male,58,No,No,12,Month-to-Month,Yes,44.78,49.05,593.05,5,4244,Stayed
3258,9330-DHBFL,Female,29,Yes,No,23,One Year,Yes,11.4,66.25,1533.8,4,2072,Stayed
3259,0098-BOWSO,Male,26,Yes,No,27,Month-to-Month,No,20.66,19.4,529.8,5,3792,Stayed
3260,5859-HZYLF,Male,45,No,No,26,Two Year,No,43.84,19.15,515.75,5,4347,Stayed
3261,3156-QLHBO,Male,58,No,No,2,Month-to-Month,No,21.18,19.25,48.35,3,4725,Joined
3262,2208-NQBCT,Female,23,Yes,No,26,Month-to-Month,Yes,42.95,81.95,2070.05,3,2817,Stayed
3263,6621-NRZAK,Female,40,No,No,63,Two Year,No,46.9,20.0,1209.25,5,5975,Stayed
3264,0831-JNISG,Male,52,No,No,71,Two Year,No,23.34,19.8,1396.25,4,5406,Stayed
3265,0774-IFUVM,Male,19,Yes,No,11,Month-to-Month,Yes,16.71,65.15,723.35,3,5942,Stayed
3266,9553-DLCLU,Female,30,No,No,13,Two Year,Yes,37.03,88.95,1161.75,3,5407,Stayed
3267,1641-BYBTK,Male,38,No,No,6,Month-to-Month,No,16.91,20.2,98.35,4,3478,Stayed
3268,2446-ZKVAF,Male,19,Yes,No,18,Month-to-Month,Yes,1.28,56.8,1074.65,5,5558,Stayed
3269,3522-CDKHF,Female,21,Yes,No,32,Month-to-Month,Yes,19.3,75.5,2324.7,3,3131,Stayed
3270,1430-SFQSA,Male,46,No,No,29,One Year,Yes,0.0,35.6,1072.6,4,3898,Stayed
3271,0411-EZJZE,Female,62,No,No,3,Month-to-Month,Yes,20.1,60.25,170.5,4,4830,Joined
3272,8807-ARQET,Female,59,No,No,41,Month-to-Month,Yes,0.0,40.35,1677.85,5,2454,Stayed
3273,8992-CEUEN,Female,59,No,No,1,Month-to-Month,No,7.8,18.85,18.85,4,5084,Joined
3274,4320-QMLLA,Male,57,No,No,7,Month-to-Month,Yes,5.61,54.85,370.4,3,3481,Stayed
3275,8777-PVYGU,Female,36,No,No,52,One Year,Yes,4.22,64.3,3410.6,4,4405,Stayed
3276,8292-ITGYJ,Female,48,No,No,45,Two Year,No,20.11,24.65,1138.8,4,3043,Stayed
3277,6870-ZWMNX,Male,55,No,No,70,Two Year,Yes,33.37,76.1,5264.25,4,5115,Stayed
3278,0621-CXBKL,Female,62,No,No,53,Two Year,No,10.32,18.7,1005.7,5,4116,Stayed
3279,5334-JLAXU,Female,44,No,No,60,Month-to-Month,Yes,15.54,94.1,5475.9,3,5267,Stayed
3280,9359-UGBTK,Female,63,No,No,67,One Year,Yes,5.39,72.35,4991.5,3,4910,Stayed
3281,6479-OAUSD,Male,41,No,No,25,One Year,No,7.17,19.9,510.8,3,2130,Stayed
3282,7129-ACFOG,Female,56,No,No,5,Month-to-Month,Yes,49.4,53.8,283.95,4,2182,Stayed
3283,4189-NAKJS,Male,29,Yes,No,26,One Year,Yes,24.67,51.55,1295.4,3,3130,Stayed
3284,5562-BETPV,Male,21,Yes,No,1,One Year,No,23.41,19.65,19.65,3,2539,Joined
3285,9127-FHJBZ,Male,60,No,No,72,Two Year,Yes,32.47,114.0,8093.15,3,4558,Stayed
3286,6994-ORCWG,Female,33,No,No,14,One Year,Yes,21.03,54.25,773.2,5,4423,Stayed
3287,1346-UFHAX,Female,59,No,No,13,Month-to-Month,Yes,33.69,80.0,1029.35,3,5577,Stayed
3288,2933-XEUJM,Female,56,No,No,46,Two Year,Yes,46.83,79.2,3593.8,4,2007,Stayed
3289,4835-YSJMR,Male,59,No,No,39,Two Year,Yes,3.93,49.8,1971.15,4,2202,Stayed
3290,3164-YAXFY,Male,56,No,No,57,Month-to-Month,Yes,0.0,53.75,3196.0,4,5594,Stayed
3291,0887-WBJVH,Female,29,Yes,No,53,One Year,Yes,38.35,93.45,4872.2,4,4700,Stayed
3292,4660-IRIBM,Male,32,No,No,18,Month-to-Month,Yes,24.16,87.9,1500.5,4,5192,Stayed
3293,7670-ZBPOQ,Female,59,No,No,58,One Year,Yes,26.36,61.05,3478.75,4,4411,Stayed
3294,0080-OROZO,Female,38,No,No,35,One Year,Yes,36.42,99.25,3532.0,3,3244,Stayed
3295,3916-NRPAP,Male,21,Yes,No,3,Month-to-Month,Yes,29.84,85.7,256.75,5,5806,Joined
3296,6807-SIWJI,Male,47,No,No,38,One Year,Yes,4.34,104.85,3887.25,4,2709,Stayed
3297,8221-HVAYI,Male,60,No,No,35,Two Year,Yes,5.06,69.15,2490.15,3,3945,Stayed
3298,5232-NXPAY,Female,33,No,No,47,Two Year,Yes,3.47,74.45,3510.3,3,3459,Stayed
3299,8967-SZQAS,Female,25,Yes,No,14,Month-to-Month,Yes,39.22,50.45,765.45,5,3185,Stayed
3300,0455-ENTCR,Male,58,No,No,66,Two Year,Yes,42.85,85.25,5538.35,4,5012,Stayed
3301,8944-AILEF,Male,26,Yes,No,15,Month-to-Month,No,39.84,19.45,340.85,5,2483,Stayed
3302,5542-NKVRU,Female,24,Yes,No,42,Two Year,No,18.31,20.75,844.45,3,2574,Stayed
3303,7126-RBHSD,Female,53,No,No,17,Month-to-Month,Yes,21.15,78.9,1348.95,3,2362,Stayed
3304,5370-IIVVL,Male,26,Yes,No,37,One Year,Yes,38.72,104.5,3778.0,3,4812,Stayed
3305,6789-HJBWG,Female,20,Yes,No,12,Month-to-Month,Yes,17.14,49.4,611.65,3,5007,Stayed
3306,9087-EYCPR,Female,63,No,No,60,Two Year,No,39.41,25.0,1505.05,3,6355,Stayed
3307,6791-YBNAK,Male,26,Yes,No,18,Month-to-Month,Yes,0.0,25.55,467.85,3,4134,Stayed
3308,6077-BDPXA,Female,56,No,No,3,Month-to-Month,Yes,5.63,70.15,194.2,3,2228,Joined
3309,0013-MHZWF,Female,23,Yes,No,9,Month-to-Month,Yes,16.77,69.4,571.45,3,5108,Stayed
3310,8268-YDIXR,Male,45,No,No,56,One Year,Yes,40.33,93.15,5253.95,3,4778,Stayed
3311,4291-SHSBH,Male,25,Yes,No,7,Month-to-Month,Yes,8.95,69.55,521.35,3,4704,Stayed
3312,6980-IMXXE,Female,28,Yes,No,69,Two Year,No,42.49,20.2,1412.65,5,5267,Stayed
3313,0040-HALCW,Male,42,No,No,54,Two Year,No,19.7,20.4,1090.6,4,6393,Stayed
3314,0784-GTUUK,Male,26,Yes,No,62,One Year,No,32.28,23.75,1446.8,4,4811,Stayed
3315,2294-DMMUS,Female,25,Yes,No,62,Month-to-Month,Yes,36.54,70.45,4300.45,5,5057,Stayed
3316,0872-JCPIB,Male,47,No,No,17,Month-to-Month,Yes,47.45,65.75,1111.2,4,3921,Stayed
3317,3055-MJDSB,Male,24,Yes,No,9,Month-to-Month,Yes,0.0,24.6,190.1,5,2323,Stayed
3318,9091-WTUUY,Male,30,No,No,64,Two Year,Yes,25.74,69.25,4447.75,4,4226,Stayed
3319,7115-IRDHS,Female,64,No,No,72,Two Year,No,24.42,24.65,1830.05,5,5065,Stayed
3320,8496-DMZUK,Male,62,No,No,30,One Year,Yes,7.19,90.4,2820.65,4,3171,Stayed
3321,2040-VZIKE,Female,56,No,No,49,Month-to-Month,Yes,44.81,100.85,4847.35,3,5417,Stayed
3322,9068-VPWQQ,Male,21,Yes,No,61,Two Year,Yes,28.8,75.35,4729.3,4,6466,Stayed
3323,0178-SZBHO,Male,54,No,No,47,Month-to-Month,Yes,1.09,87.2,4017.45,3,3760,Stayed
3324,0384-RVBPI,Male,64,No,No,20,Month-to-Month,Yes,12.6,64.4,1398.6,3,2120,Stayed
3325,1299-AURJA,Female,43,No,No,70,Two Year,No,30.33,24.7,1685.9,4,5907,Stayed
3326,4525-VZCZG,Male,58,No,No,54,One Year,Yes,20.93,105.85,5826.65,4,5915,Stayed
3327,2788-CJQAQ,Male,39,No,No,13,One Year,No,22.31,19.45,270.2,5,3799,Stayed
3328,0319-QZTCO,Female,25,Yes,No,3,Month-to-Month,Yes,11.47,58.7,168.6,3,3654,Joined
3329,2120-SMPEX,Male,43,No,No,25,Month-to-Month,No,17.64,20.15,536.35,5,3848,Stayed
3330,0096-FCPUF,Male,58,No,No,30,Month-to-Month,Yes,2.64,64.5,1888.45,3,5039,Stayed
3331,0668-OGMHD,Female,20,Yes,No,21,Month-to-Month,Yes,0.0,28.5,629.35,4,3766,Stayed
3332,9408-HRXRK,Female,63,No,No,45,Month-to-Month,Yes,47.48,105.15,4730.9,4,5915,Stayed
3333,5593-SUAOO,Female,60,No,No,24,One Year,Yes,41.45,83.15,2033.05,5,2404,Stayed
3334,6766-HFKLA,Female,60,No,No,56,Two Year,Yes,10.13,103.2,5744.35,5,4534,Stayed
3335,7617-EYGLW,Male,62,No,No,1,Month-to-Month,No,46.59,19.45,19.45,3,5820,Joined
3336,2226-ICFDO,Female,39,No,No,72,Two Year,Yes,10.87,85.9,6110.75,4,6361,Stayed
3337,5529-GIBVH,Female,57,No,No,47,Two Year,No,3.49,20.15,1046.2,3,2618,Stayed
3338,9992-UJOEL,Male,22,Yes,No,2,Month-to-Month,Yes,18.62,50.3,92.75,5,5870,Joined
3339,4741-WWJQZ,Female,49,No,No,2,Month-to-Month,Yes,26.58,80.15,194.55,3,5251,Joined
3340,6625-UTXEW,Female,26,Yes,No,12,Month-to-Month,Yes,46.88,51.25,612.1,3,3097,Stayed
3341,6244-BESBM,Male,61,No,No,69,Two Year,Yes,12.02,95.2,6671.7,4,6166,Stayed
3342,2612-PHGOX,Male,47,No,No,64,Two Year,Yes,6.59,76.1,4818.8,4,4222,Stayed
3343,8480-PPONV,Male,56,No,No,62,Two Year,Yes,40.66,115.55,7159.05,3,6349,Stayed
3344,8780-IHCRN,Male,23,Yes,No,63,Two Year,No,28.92,24.65,1574.5,4,4392,Stayed
3345,4598-ZADCK,Female,34,No,No,53,One Year,Yes,0.0,53.6,2879.2,3,5183,Stayed
3346,1257-SXUXQ,Male,20,Yes,No,5,Month-to-Month,No,8.04,19.45,86.05,3,4573,Stayed
3347,7182-OVLBJ,Female,32,No,No,62,Two Year,Yes,28.64,101.15,6638.35,3,5735,Stayed
3348,5095-ETBRJ,Female,28,Yes,No,55,Two Year,Yes,2.36,56.8,3112.05,4,4702,Stayed
3349,4821-WQOYN,Female,25,Yes,No,72,Two Year,No,22.05,20.1,1326.25,4,4603,Stayed
3350,4730-AWNAU,Male,59,No,No,36,One Year,Yes,0.0,60.7,2234.55,3,3671,Stayed
3351,3452-FLHYD,Male,47,No,No,25,One Year,No,25.08,20.95,495.15,4,5682,Stayed
3352,9531-NSBMR,Female,44,No,No,36,One Year,No,49.85,19.25,679.8,3,4904,Stayed
3353,6260-ONULR,Male,55,No,No,1,Month-to-Month,Yes,42.19,62.8,62.8,5,2438,Joined
3354,4389-UEFCZ,Female,25,Yes,No,72,Two Year,Yes,21.96,105.5,7544.0,3,5551,Stayed
3355,8711-LOBKY,Male,50,No,No,59,Two Year,No,41.19,19.85,1188.25,3,6144,Stayed
3356,8985-OOPOS,Female,54,No,No,1,One Year,Yes,36.05,74.1,74.1,5,2900,Joined
3357,8800-ZKRFW,Female,62,No,No,30,Month-to-Month,Yes,24.56,107.5,3242.5,4,3094,Stayed
3358,2616-FLVQC,Male,42,No,No,64,Two Year,No,38.96,19.55,1240.15,3,6036,Stayed
3359,9968-FFVVH,Male,20,Yes,No,63,One Year,Yes,38.37,68.8,4111.35,3,5082,Stayed
3360,8390-FESFV,Female,60,No,No,62,Two Year,Yes,6.05,84.5,5193.2,4,5466,Stayed
3361,3022-BEXHZ,Male,19,Yes,No,67,Two Year,Yes,40.96,111.2,7530.8,4,6060,Stayed
3362,6248-TKCQV,Female,37,No,No,70,Two Year,Yes,43.81,80.6,5460.2,3,5880,Stayed
3363,6198-ZFIOJ,Female,50,No,No,5,Month-to-Month,Yes,19.3,75.6,402.5,3,3469,Stayed
3364,5989-OMNJE,Female,42,No,No,24,One Year,Yes,0.0,57.6,1367.75,4,5623,Stayed
3365,1291-CUOCY,Male,55,No,No,72,Two Year,Yes,4.32,110.6,7962.2,3,5444,Stayed
3366,9795-SHUHB,Female,26,Yes,No,66,Two Year,Yes,24.27,58.2,3810.8,3,5313,Stayed
3367,3230-IUALN,Female,41,No,No,45,Two Year,Yes,26.01,81.0,3533.6,3,2934,Stayed
3368,0042-RLHYP,Female,47,No,No,69,Two Year,No,38.39,19.7,1396.9,5,4131,Stayed
3369,4945-RVMTE,Female,57,No,No,28,Month-to-Month,Yes,38.97,59.55,1646.45,3,3354,Stayed
3370,1866-NXPSP,Female,48,No,No,36,One Year,Yes,32.0,75.55,2680.15,4,3235,Stayed
3371,3941-XTSKM,Male,32,No,No,42,One Year,Yes,0.0,45.1,2049.05,4,3844,Stayed
3372,1661-CZBAU,Male,50,No,No,48,One Year,Yes,44.76,70.95,3629.2,3,2667,Stayed
3373,5158-RIVOP,Female,32,No,No,11,Two Year,No,2.52,20.9,202.3,5,5359,Stayed
3374,9788-YTFGE,Male,47,No,No,7,Month-to-Month,No,13.86,19.95,147.5,3,3331,Stayed
3375,9277-JOOMO,Female,27,Yes,No,3,Month-to-Month,No,26.33,24.6,86.35,4,5756,Joined
3376,1907-YLNYW,Male,47,No,No,8,Month-to-Month,Yes,41.13,66.7,579.0,3,4490,Stayed
3377,8947-YRTDV,Male,42,No,No,32,One Year,Yes,43.37,94.8,3131.55,4,5288,Stayed
3378,3161-ONRWK,Male,35,No,No,60,One Year,Yes,43.57,65.85,3928.3,3,4053,Stayed
3379,0114-RSRRW,Female,21,Yes,No,10,Month-to-Month,No,49.6,19.95,187.75,4,3831,Stayed
3380,4565-NLZBV,Female,33,No,No,71,Two Year,No,43.37,24.65,1710.15,4,4015,Stayed
3381,6682-VCIXC,Female,61,No,No,43,One Year,Yes,0.0,51.25,2151.6,3,5656,Stayed
3382,6475-VHUIZ,Female,47,No,No,23,Month-to-Month,Yes,38.93,54.25,1221.55,5,5140,Stayed
3383,3910-MRQOY,Female,28,Yes,No,72,Two Year,No,12.87,19.4,1496.45,3,5398,Stayed
3384,0661-WCQNQ,Male,56,No,No,22,One Year,Yes,7.68,56.25,1292.2,4,3733,Stayed
3385,7537-RBWEA,Female,19,Yes,No,1,Month-to-Month,Yes,0.0,25.15,25.15,5,3513,Joined
3386,4656-CAURT,Male,57,No,No,69,Two Year,No,22.24,23.95,1713.1,3,6059,Stayed
3387,0121-SNYRK,Male,45,No,No,50,One Year,Yes,0.0,35.4,1748.9,3,5052,Stayed
3388,3733-LSYCE,Female,22,Yes,No,15,Month-to-Month,Yes,30.09,75.35,1114.55,5,4891,Stayed
3389,6265-FRMTQ,Male,56,No,No,31,Two Year,No,25.58,20.4,609.1,3,5363,Stayed
3390,1371-DWPAZ,Female,64,No,No,10,Two Year,Yes,0.0,56.05,560.5,4,4740,Stayed
3391,2017-CCBLH,Female,55,No,No,8,Two Year,No,23.46,20.0,141.6,3,3087,Stayed
3392,7690-KPNCU,Male,20,Yes,No,64,One Year,Yes,26.64,73.05,4688.65,3,4515,Stayed
3393,0536-BGFMZ,Female,27,Yes,No,28,Month-to-Month,No,42.33,20.5,563.05,4,5145,Stayed
3394,2293-IJWPS,Female,39,No,No,57,One Year,Yes,3.72,100.75,5985.0,3,6354,Stayed
3395,5469-NUJUR,Male,58,No,No,19,Two Year,No,19.1,19.95,373.5,4,2831,Stayed
3396,2625-TRCZQ,Female,21,Yes,No,51,Month-to-Month,Yes,0.0,49.65,2553.35,3,5528,Stayed
3397,4102-HLENU,Female,51,No,No,67,Two Year,Yes,22.83,65.65,4322.85,3,5441,Stayed
3398,7266-GSSJX,Male,43,No,No,11,Month-to-Month,No,16.67,20.45,250.8,5,2606,Stayed
3399,7722-VJRQD,Male,38,No,No,72,Two Year,Yes,0.0,60.95,4549.05,4,4147,Stayed
3400,7073-QETQY,Male,59,No,No,66,One Year,No,45.03,20.35,1359.5,5,4845,Stayed
3401,5624-RYAMH,Female,43,No,No,9,Month-to-Month,No,46.94,19.5,178.85,4,4283,Stayed
3402,0196-JTUQI,Female,59,No,No,9,Month-to-Month,Yes,9.27,75.2,633.85,5,5841,Stayed
3403,7130-YXBRO,Male,28,Yes,No,48,Month-to-Month,Yes,22.36,111.45,5315.1,3,2319,Stayed
3404,9272-LSVYH,Male,23,Yes,No,10,Month-to-Month,Yes,4.29,70.15,735.5,3,3963,Stayed
3405,3084-DOWLE,Female,47,No,No,72,Two Year,Yes,43.29,92.0,6474.4,3,6434,Stayed
3406,1084-MNSMJ,Female,63,No,No,51,Two Year,Yes,33.93,85.5,4421.95,3,6261,Stayed
3407,6250-CGGUN,Male,41,No,No,54,One Year,Yes,30.66,84.4,4484.05,3,4154,Stayed
3408,5478-JJVZK,Female,38,No,No,33,Month-to-Month,Yes,15.69,60.9,2033.85,4,3009,Stayed
3409,7596-IIWYC,Female,62,No,No,27,Two Year,No,35.77,20.25,538.2,3,5250,Stayed
3410,9793-WECQC,Male,53,No,No,23,Month-to-Month,Yes,48.21,95.3,2192.9,3,5029,Stayed
3411,4291-HPAXL,Male,63,No,No,1,Month-to-Month,No,29.1,19.85,19.85,3,4840,Joined
3412,8999-YPYBV,Male,63,No,No,45,Two Year,Yes,30.8,84.35,3858.05,3,3403,Stayed
3413,1839-FBNFR,Female,35,No,No,39,Two Year,No,32.57,19.85,854.8,5,3032,Stayed
3414,3071-MVJCD,Male,40,No,No,72,Two Year,Yes,48.44,82.3,5815.15,3,4162,Stayed
3415,1697-BCSHV,Female,44,No,No,58,Month-to-Month,Yes,44.1,66.8,3970.4,5,6433,Stayed
3416,0562-KBDVM,Female,62,No,No,70,Two Year,Yes,0.0,44.6,3058.15,3,4442,Stayed
3417,1131-SUEKT,Male,41,No,No,61,One Year,Yes,41.57,98.45,6145.2,3,4000,Stayed
3418,3717-OEAUQ,Male,37,No,No,2,Month-to-Month,Yes,2.72,70.7,129.2,4,2388,Joined
3419,4538-WNTMJ,Female,39,No,No,46,One Year,No,4.6,24.95,1165.9,3,3979,Stayed
3420,9432-RUVSL,Female,43,No,No,48,Two Year,Yes,19.04,102.5,4904.25,3,3262,Stayed
